track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,Hit_or_Flop,Era,id
Perduts - Banda Sonora Original de la Pel·lícula,Raimon,spotify:track:6W12XNHp7dcNBXYjoLdrnk,0.531,0.0277,7,-16.161,1,0.0413,0.894,5.09e-05,0.0943,0.224,87.27,191073,5,57.57893,7,0,60s,824
Take The A Train,Charles Mingus,spotify:track:10cg96POewnGipBTe4oM0j,0.46,0.57,5,-13.919,1,0.125,0.746,0.82,0.676,0.477,112.498,1046667,4,43.50764,42,0,60s,6545
Beautiful,Akon Featuring Colby O'Donis & Kardinal Offishall,spotify:track:7rv0UuxMX7CpUUwEE1jVrd,0.743,0.948,0,-4.445,0,0.0893,0.122,0.0,0.112,0.614,130.024,312987,4,42.79389,17,1,00s,33978
Leavin',The Tony Rich Project,spotify:track:1qIDLkxvnYpSrLSwiMaEXJ,0.678,0.406,2,-11.528,1,0.0436,0.0968,0.0,0.0607,0.503,168.053,224000,4,40.85746,11,1,90s,23632
Chains Around My Heart,Richard Marx,spotify:track:04RhEX12gZhGanoLLe75sM,0.481,0.467,6,-10.442,0,0.0292,0.134,1.94e-05,0.13,0.115,81.054,344600,4,52.26306,13,1,90s,28260
Kid Logic,Victor Bailey,spotify:track:0YQ9p0peIn5bixBc0S49UR,0.64,0.474,7,-15.387,0,0.0405,0.512,0.247,0.0759,0.771,97.727,376467,4,26.0563,18,0,80s,20678
California Dreamin',Bobby Womack,spotify:track:6G7MHIvSDR3ehXPkuDFAlM,0.47,0.385,6,-13.159,0,0.0296,0.767,0.0653,0.179,0.694,112.377,200973,4,29.82898,8,1,60s,1427
Tear The Roof Off The Sucker (Give Up The Funk),Parliament,spotify:track:4XRkQloZFcRrCONN7ZQ49Y,0.717,0.665,9,-9.503,1,0.0523,0.0659,0.0,0.326,0.774,105.693,348067,4,42.79341,13,1,70s,15269
L'eclisse 13,Giovanni Fusco,spotify:track:4MSVmGJ443qFSc7CL2yxsr,0.659,0.157,7,-19.464,1,0.0356,0.817,0.41,0.107,0.393,104.458,180173,3,37.36974,10,0,60s,3555
Lovesick Blues,Charlie McCoy,spotify:track:7yMB6NiDGhOtFzo84QcMZk,0.559,0.444,5,-12.98,1,0.0304,0.501,0.952,0.172,0.656,123.037,138533,4,38.78756,9,0,70s,10310
Don't Let Him Go,REO Speedwagon,spotify:track:6UxGF7LGJ5qE0LJViSTsA2,0.497,0.961,7,-5.774,1,0.0691,0.246,0.00125,0.129,0.675,105.593,225107,4,32.27572,11,1,80s,18719
Sex Ain't Better Than Love,Trey Songz,spotify:track:1NJoVAf6HvRbAMH1Py2XmN,0.505,0.794,0,-3.682,0,0.0604,0.152,0.0,0.186,0.422,121.303,263933,4,20.79817,11,1,10s,38657
Ocean Of Diamonds,The Bluegrass Album Band,spotify:track:5yuLXwTnvCk0x4yZS45voZ,0.464,0.335,5,-14.902,1,0.0421,0.716,7.79e-05,0.104,0.764,175.116,160200,3,31.63263,8,0,80s,23306
Men In Black,Forever The Sickest Kids,spotify:track:52d1CVjEhfJF3xf8Y1dr3C,0.698,0.859,5,-5.45,0,0.0976,0.0051,0.0,0.128,0.678,111.045,185800,4,33.08447,10,0,00s,29724
Miniland 1,François de Roubaix,spotify:track:2FgWLZz1kXQ2FPr0lClxCa,0.567,0.574,10,-10.011,1,0.0462,0.0035,0.732,0.0775,0.883,159.349,113253,4,64.83294,4,0,60s,674
The Pursuit of Power (A),Keith Mansfield,spotify:track:27xvFhrc5ybj4JS3fPlqFy,0.535,0.222,5,-17.628,0,0.0415,0.921,0.865,0.0981,0.0673,80.976,164035,4,34.99102,9,0,80s,16450
Mbale (Face To Face With The Truth),Pasteur Lappe,spotify:track:0YgxkadhVZoVcJwfaUfu0p,0.835,0.387,5,-14.589,1,0.137,0.396,0.218,0.0927,0.653,118.52,231960,4,17.01137,10,0,70s,13008
Baby Love,The Supremes,spotify:track:5uES1C2NgkdrNHiCwf9jRr,0.595,0.643,5,-9.275,1,0.0365,0.76,0.0,0.538,0.73,135.633,158040,4,25.9394,12,1,60s,672
Se Murió De Amor,Bobby Pulido,spotify:track:5iuGn3RXvfvHIyIe8fyxBE,0.527,0.696,0,-3.386,1,0.0428,0.392,0.0,0.0907,0.817,159.771,186280,4,16.52026,10,0,90s,28272
Defeated Clown,Hildur Guðnadóttir,spotify:track:2S2ASICVK0L1LtjaysKsel,0.202,0.238,7,-16.526,1,0.0338,0.727,0.938,0.126,0.0383,97.274,159267,3,46.13074,7,0,10s,40498
Fearless,Taylor Swift,spotify:track:6Eu31gddWw0gOGO506pJYA,0.594,0.712,5,-4.418,1,0.0273,0.04,0.0,0.309,0.476,99.972,241987,4,20.97568,12,1,00s,34282
When They Ring The Golden Bells,Craig Duncan,spotify:track:1j8oMlEjBN14tLFWUUm07w,0.682,0.222,2,-14.702,1,0.0324,0.86,0.905,0.0628,0.839,141.475,206267,4,30.1484,10,0,90s,27938
Take Care Of Your Homework,Johnnie Taylor,spotify:track:5dfHU6igXUSMJPyYjagKsd,0.807,0.474,4,-12.356,1,0.0465,0.0972,1.39e-05,0.0751,0.598,110.79,157867,4,27.82693,8,1,60s,2085
Tunga,Harry Belafonte,spotify:track:3LOh4QwfIaaI8VkU00newm,0.508,0.739,8,-8.358,1,0.0589,0.19,4.35e-06,0.122,0.751,102.07,191880,4,25.10279,8,0,60s,3962
Loves Me Like A Rock,Paul Simon (with The Dixie Hummingbirds),spotify:track:5F4ksIKmuXEtgBf6SfEQRr,0.649,0.584,7,-10.518,1,0.0674,0.256,0.0,0.199,0.75,144.972,213453,4,52.94,10,1,70s,15423
Love Comes Quickly,Pet Shop Boys,spotify:track:3g8p7uno48IqoM78RzI8NJ,0.588,0.819,11,-7.567,0,0.0282,0.459,0.00341,0.385,0.829,107.939,259467,4,81.96597,9,1,80s,19624
Nochecita,Eydie Gormé,spotify:track:6V04dyDxyT8AIWT8X6v8qY,0.648,0.352,3,-12.508,1,0.0293,0.816,0.0,0.127,0.513,100.225,188533,4,28.07045,11,0,60s,7851
That Song Is Driving Me Crazy,Tom T. Hall,spotify:track:3sJC6S65w4uniSSm0dhnqh,0.576,0.514,7,-14.205,1,0.107,0.661,0.0,0.481,0.876,164.232,191573,4,35.35681,10,1,70s,10819
Hollywood's Bleeding,Post Malone,spotify:track:21jGcNKet2qwijlDFuPiPb,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,4,52.05235,9,1,10s,39399
I'm Still A Guy,Brad Paisley,spotify:track:10K3cLNxSH5XLs9X951hLR,0.494,0.599,2,-6.836,1,0.0316,0.104,0.0,0.0882,0.457,163.729,248787,3,23.8659,13,1,00s,33670
The Tower,Avantasia,spotify:track:1uJ7PjwJpqamnP8MUFmGUo,0.358,0.898,1,-5.921,0,0.0527,3.53e-05,3.43e-05,0.113,0.189,157.883,583200,4,38.25458,18,0,00s,34038
Girls With Guns,Tommy Shaw,spotify:track:7FfFE8UP7TcLopiCwUHg6E,0.32,0.971,9,-6.454,1,0.0444,0.0012,0.0,0.342,0.716,191.299,190040,4,30.9141,12,1,80s,21971
Everytime I Cry,Terri Clark,spotify:track:7poNEQpnd4tFbj0S0PtRAE,0.649,0.747,3,-4.695,1,0.03,0.0979,0.0,0.294,0.525,116.4,227387,4,36.27157,11,1,90s,25807
Always And Forever,Heatwave,spotify:track:0fKDnkXdfJwk0DEW9W83VY,0.338,0.175,2,-17.104,1,0.0319,0.125,8.8e-05,0.108,0.201,152.604,287267,3,65.2007,12,1,70s,10445
Black Metal Phase (Club Revision),Darcy Baylis,spotify:track:5ZSGYf1INi1AWESnXYqVjw,0.661,0.809,7,-11.885,0,0.0399,0.00266,0.768,0.104,0.234,130.006,428434,4,44.83827,15,0,10s,40886
Midnight City,M83.,spotify:track:1eyzqe2QqGZUmfcPZtrIyt,0.526,0.712,11,-6.525,0,0.0356,0.0161,0.0,0.179,0.32,105.009,241440,4,41.65843,10,1,10s,36629
Mother And Child Reunion,Paul Simon,spotify:track:5vZ1BKMSLgrxxPYGMR904n,0.712,0.632,9,-7.704,1,0.0334,0.112,0.0,0.0648,0.764,119.931,187400,4,63.54059,6,1,70s,15434
Tonight I'll Be Staying Here With You,Bob Dylan,spotify:track:3uHpPWsNDTpbbqedCRoaQU,0.583,0.38,7,-17.607,1,0.0482,0.376,0.00685,0.0676,0.529,81.892,201133,4,36.95661,10,1,60s,1017
I Like It,Dino,spotify:track:1UHXwhhhyyikWEa3h79sNF,0.786,0.659,4,-11.792,0,0.0919,0.00384,0.0107,0.0663,0.935,108.288,307200,4,28.59666,14,1,80s,20600
Silver Moon,Michael Nesmith & The First National Band,spotify:track:3pDiNbqY2sRSNApqrS8td7,0.558,0.68,5,-12.674,1,0.0372,0.143,3.3e-06,0.227,0.703,127.511,190333,4,39.24026,10,1,70s,14771
Big Balls (Cover Version),Dwarves,spotify:track:4PwHASePBxIQezIdRYgicW,0.346,0.936,9,-5.249,1,0.181,0.352,0.592,0.176,0.549,96.022,124600,4,45.14002,6,0,00s,34442
Love Don't Cost A Thing,Jennifer Lopez,spotify:track:1fgvJXlcZ7uIddMpqsqw0L,0.786,0.842,4,-5.115,0,0.0707,0.00305,3.54e-06,0.473,0.685,97.577,221227,4,33.65852,10,1,00s,33289
One More Night,Maroon 5,spotify:track:4XNrMwGx1SqP01sqkGTDmo,0.718,0.82,5,-3.453,0,0.0323,0.0444,0.0,0.0846,0.613,92.998,219467,4,28.00648,9,1,10s,38862
After The Omen,Cecilio & Kapono,spotify:track:4584Wx1eLkA1gSQdPtTLrP,0.558,0.579,7,-13.759,1,0.0301,0.103,3.7e-06,0.28,0.96,165.138,182307,4,43.05024,8,0,70s,12661
Poema 15,Victor Jara,spotify:track:17cztn6QCdYyBo0apE8X0u,0.507,0.112,2,-14.027,0,0.0518,0.973,0.0069,0.112,0.19,135.303,216967,3,18.05298,14,0,70s,12161
Swingtown,The Steve Miller Band,spotify:track:4F01HOLdVKrIfH6LwOi07f,0.671,0.671,10,-11.894,1,0.0558,0.00589,0.00676,0.277,0.707,131.329,209800,4,20.42799,12,1,70s,10872
Keep Punching Joe,Daniel Johnston,spotify:track:3oJQaB50YbwVyW9mYfWpNA,0.491,0.149,5,-20.63,0,0.178,0.996,0.357,0.0944,0.684,98.555,191280,3,27.92448,10,0,80s,22896
Canço De Trepitxar Raim,Maria del Mar Bonet,spotify:track:12F6K1OHgEVaqAYVdhd0Y8,0.376,0.0225,8,-15.304,1,0.0493,0.977,0.0,0.318,0.172,92.501,54533,1,27.36432,4,0,70s,15658
Crown Of Creation,Jefferson Airplane,spotify:track:1JSkbxhF7tLSC7br7ZSlnX,0.396,0.546,11,-10.234,0,0.0364,0.34,0.00744,0.162,0.503,135.148,174333,4,45.91473,9,1,60s,1167
Whenever She Holds You,Patty Duke,spotify:track:34l5f31YtT0WFj1mY4QswG,0.36,0.331,10,-10.477,1,0.0263,0.914,4.8e-06,0.12,0.16,96.251,149827,4,18.8407,9,1,60s,8559
Slipstream,Béla Fleck,spotify:track:27BOwGu2oLvxAduu8ImpfQ,0.435,0.553,0,-14.362,1,0.0337,0.502,0.96,0.195,0.856,121.325,308133,4,36.72332,14,0,80s,21110
Roller,April Wine,spotify:track:69GLomI9cfMhIDtHbyKAXw,0.451,0.973,9,-3.615,1,0.1,0.0019,0.122,0.0893,0.652,140.642,259867,4,84.12263,9,1,70s,13692
Snatch It Back And Hold It,Junior Wells,spotify:track:1Q6anBZ21FGcaHvR50d326,0.765,0.408,4,-13.079,1,0.167,0.0984,0.0,0.141,0.891,136.713,174467,4,27.12221,9,0,90s,25679
Ayo Technology,50 Cent Featuring Justin Timberlake & Timbaland,spotify:track:30bVi6NgGE6FuoIPo2xMSj,0.406,0.797,1,-4.933,1,0.245,0.0912,0.0,0.0209,0.378,93.511,248587,5,27.5469,11,1,00s,34420
No Mediocre,T.I. Featuring Iggy Azalea,spotify:track:38aECKrbMv2F5FsYYCewCQ,0.78,0.45,1,-9.539,1,0.0465,0.0826,0.0,0.0809,0.178,95.486,201600,4,41.09386,16,1,10s,35489
Sweet Talk,Dear and the Headlights,spotify:track:757fXABDTbalNzihYS3mUc,0.429,0.913,11,-5.945,1,0.0431,0.000319,4.73e-05,0.101,0.739,161.122,177067,4,36.97701,9,0,00s,32117
Seu Encanto,Antônio Carlos Jobim,spotify:track:2iUZ1uZ3YWL5QFZJT50Hzo,0.406,0.365,0,-13.514,0,0.0325,0.624,0.159,0.179,0.518,117.157,132293,4,26.9763,7,0,60s,2187
Worker Man,Patra,spotify:track:1RoLlFWeFHxc36TU4Bg2eS,0.814,0.759,7,-11.117,1,0.11,0.129,0.0,0.306,0.881,82.366,296827,4,28.65709,13,1,90s,23800
I've Got The Music In Me,The Kiki Dee Band,spotify:track:2dpGNisIy8LNjpEGzDdtft,0.492,0.85,7,-6.137,1,0.159,0.277,3.46e-05,0.634,0.343,119.469,302440,4,23.25828,10,1,70s,14929
Fox On The Run,The Country Gentlemen,spotify:track:5nno7vNafrCdiWYLZEmcaq,0.656,0.449,11,-9.709,1,0.0298,0.616,0.312,0.117,0.646,113.981,153240,4,44.22731,7,0,90s,24623
Twinz (Deep Cover 98) (feat. Fat Joe),Big Pun,spotify:track:0B8drtTSp68pZdkmVrG9ZA,0.633,0.764,0,-7.212,1,0.323,0.32,3.4e-06,0.234,0.522,94.971,228173,4,25.45874,8,0,90s,26281
Racks,YC Featuring Future,spotify:track:1XWcdNQvGrX32fH09CwuWI,0.82,0.599,10,-9.796,0,0.141,0.226,0.0489,0.105,0.356,137.022,265038,4,85.90542,11,1,10s,37811
Birth Interlude,Clubroot,spotify:track:4wuqqKXIbFBB8MX0EYpj96,0.389,0.598,4,-8.473,1,0.0363,0.782,0.948,0.0825,0.0396,140.002,226147,4,22.35533,10,0,00s,28859
Hell On Heels,Pistol Annies,spotify:track:0sgnJ5LFjEy2IuQ99NEZ1C,0.655,0.547,6,-5.829,1,0.0406,0.177,3.78e-05,0.118,0.383,132.226,194387,4,30.38036,9,1,10s,36673
If She Would Have Been Faithful. . .,Chicago,spotify:track:7g80Om8E1fZXDhAKtRRLKr,0.547,0.593,8,-6.749,1,0.0269,0.0787,0.0,0.109,0.282,142.219,231760,4,32.5201,11,1,80s,20663
Mame,Herb Alpert & The Tijuana Brass,spotify:track:2xPtKy64Fu3T87e5AWtVI9,0.71,0.567,4,-9.394,0,0.0399,0.481,3.34e-06,0.0784,0.749,149.319,127293,4,38.99697,6,1,60s,289
Love With The Proper Stranger,Jack Jones,spotify:track:41HVXlT0SYKg1kZU9znTBS,0.18,0.173,1,-12.852,1,0.0338,0.847,1.82e-05,0.337,0.193,86.184,146000,3,30.31725,9,1,60s,3289
One Girl,Garnet Mimms,spotify:track:18emjfeYAJGmddLuGudbzl,0.402,0.367,0,-11.567,1,0.0317,0.747,0.0,0.384,0.395,71.893,183133,3,15.74273,10,1,60s,1061
Bikini Girls with Machine Guns,The Cramps,spotify:track:7fRcZOf8Vy9lz4kXAgBFjP,0.508,0.945,9,-6.639,0,0.081,0.0968,5.99e-05,0.127,0.513,110.833,197773,4,84.69039,7,0,80s,18249
Victory Square,The Dreadnoughts,spotify:track:6NYGYqsSxa9PlTbwXZjmjU,0.186,0.691,4,-6.449,0,0.0443,0.0304,0.00125,0.16,0.15,179.836,226280,3,21.07,8,0,00s,30799
Stall! Stall! Flint's Alive,Jerry Goldsmith,spotify:track:3UNVd1t88PtW9MrcEr8mIw,0.413,0.554,5,-11.776,1,0.0441,0.333,0.324,0.0534,0.33,122.868,128587,4,30.38632,4,0,60s,6776
These Are The Days,O-Town,spotify:track:4Mem5PZWPaqQ7X1bGysNxl,0.598,0.627,9,-6.323,1,0.038,0.000968,0.0,0.0626,0.432,119.991,263933,4,37.07733,11,1,00s,29115
Town,Nobuo Uematsu,spotify:track:3eg5gZkkXQahxhgQhnPMeG,0.508,0.178,0,-15.536,1,0.0304,0.937,0.394,0.122,0.369,169.892,113440,4,28.93099,6,0,80s,18776
Over Now,Post Malone,spotify:track:09IOPhEh1OMe0HD9b36FJk,0.569,0.777,4,-4.041,0,0.0834,0.139,0.0,0.132,0.181,164.027,246987,4,47.60325,12,1,10s,40923
Follow Me,Uncle Kracker,spotify:track:4KoecuyOpZaNFZ0UqVsllc,0.817,0.585,5,-4.688,1,0.0301,0.439,0.0,0.147,0.916,105.014,218440,4,30.18458,10,1,00s,31290
Atmosphere - Redux Mix,Kaskade,spotify:track:6iSQI1lLmoop4JOZrE13gN,0.703,0.642,10,-8.515,0,0.0412,0.00204,0.118,0.0782,0.356,123.162,343120,4,31.65959,14,0,10s,37830
In June,Martyn Bates,spotify:track:5Scmgf4Aqei8gtVdhPRqko,0.157,0.206,1,-11.426,1,0.0354,0.821,4.6e-05,0.104,0.0734,136.434,176000,3,19.54002,10,0,80s,18296
I'm Mandy Fly Me,10cc,spotify:track:4mmWv18Tz155oy6x7PEe3q,0.426,0.546,7,-10.036,1,0.0425,0.398,0.00087,0.0966,0.44,107.885,323533,3,25.53746,13,1,70s,12817
Stormy,Santana,spotify:track:262RLK33vXanGsKYN2Jxuf,0.699,0.298,2,-18.447,1,0.0403,0.445,0.00775,0.084,0.715,115.599,285560,4,72.69978,10,1,70s,14770
Then You Can Tell Me Goodbye,Eddy Arnold,spotify:track:6YD6bjlPkuNr4SJ59AB6K4,0.443,0.291,0,-15.376,1,0.0269,0.439,0.213,0.116,0.51,97.511,166533,3,56.22941,9,1,60s,7878
Shake Ya Ass,Mystikal,spotify:track:1jRzdY7oUBOhrylNtiMtBD,0.914,0.607,7,-5.658,1,0.32,0.0626,0.0,0.0515,0.666,98.054,256973,4,28.26196,11,1,00s,32353
Area - Original Mix,Tuomas Rantanen,spotify:track:0yazuROYQWAyl9Llf0qNU4,0.559,0.894,10,-10.83,1,0.0663,0.19,0.882,0.345,0.215,127.991,331387,4,31.48357,14,0,10s,37053
Bassa Down,Lord Invader,spotify:track:2Ky2XXeqWmfll38IoT9Mun,0.702,0.521,6,-12.981,1,0.127,0.878,0.0,0.113,0.854,114.448,335293,4,40.78123,15,0,60s,7549
Sign of the Cross,Avantasia,spotify:track:6b3IhqhLZeo3h5JGFkTYVI,0.537,0.917,6,-5.171,1,0.0322,9.31e-05,1.02e-06,0.351,0.432,101.23,386333,4,62.83441,15,0,00s,29167
Frogg,The Brothers Four,spotify:track:3hJZU6pDU70unNVpThiVM6,0.534,0.298,1,-16.544,1,0.123,0.806,1.94e-06,0.116,0.726,177.467,161533,4,39.93822,7,1,60s,1426
Words Get In The Way,Miami Sound Machine,spotify:track:5xbqrbNPBTAOGDA6GD3O46,0.674,0.31,5,-17.352,1,0.0329,0.293,1.64e-05,0.108,0.56,155.656,205533,4,26.19483,12,1,80s,22242
American Saturday Night,Brad Paisley,spotify:track:7xJqaCgeteqWPogqjjxkBl,0.487,0.938,4,-5.466,1,0.0533,0.0721,2.63e-05,0.522,0.733,157.795,274200,4,26.73053,12,1,10s,34943
Dear Heart,Jack Jones,spotify:track:39QRqWAAcHZd12o3PBx8mY,0.353,0.32,4,-12.068,1,0.0277,0.59,0.0,0.123,0.317,91.851,156480,3,23.49783,8,1,60s,5090
Nathalie,Gilbert Bécaud,spotify:track:1ul9ZfkWWeAjA3HiRwK4Op,0.422,0.632,9,-7.121,0,0.0779,0.749,1.25e-06,0.594,0.81,134.715,245213,4,31.57,7,0,60s,4080
Boiling Point,The Soundcarriers,spotify:track:3s4PDxMeCQ2FTlCCdLps8L,0.17,0.753,8,-9.121,1,0.153,0.0117,0.69,0.0894,0.225,80.121,253684,4,33.66676,11,0,10s,40061
Rock Around the Clock - Ao Vivo,Raul Seixas,spotify:track:2o1EHXsrump0VaWJbuJ2ML,0.367,0.69,9,-10.416,1,0.0572,0.438,0.0,0.911,0.629,85.811,147787,4,62.70789,5,0,90s,27383
Nu Dub,Rickyxsan,spotify:track:14J5nZjBpMsWodjQTt2JMl,0.643,0.96,4,-2.529,0,0.225,0.00186,0.16,0.325,0.169,150.155,167200,4,23.62371,7,0,10s,38270
Silent Movie,Frenchy and the Punk,spotify:track:6ptZ6fEqjRgHnJAiepesOV,0.646,0.992,11,-4.176,0,0.0613,0.0552,2.34e-06,0.102,0.688,135.032,216667,4,28.35414,9,0,10s,37958
Petit pays,Cesária Evora,spotify:track:3TPr2Em1i454nDS8UJbaFW,0.551,0.488,4,-11.583,0,0.0321,0.804,0.0,0.264,0.855,156.152,224507,4,26.38963,10,0,90s,27551
Unleash the Dogs of War,Hirax,spotify:track:6x9O8THwoICAKp0Cg2YKOi,0.369,0.786,7,-6.265,1,0.1,0.000451,0.000265,0.941,0.181,108.604,694600,4,76.1143,24,0,00s,33311
Nothing Really Matters,Madonna,spotify:track:6bZPQHvekmIFBZZB7nMB5X,0.707,0.692,0,-6.937,1,0.0409,0.0534,0.00796,0.0649,0.248,116.868,269093,4,56.11205,8,1,90s,25060
The Summer Of Love,Current 93,spotify:track:3c6rTM7gKRmYCOFH9fygNq,0.646,0.492,2,-8.246,0,0.0283,0.307,0.0,0.151,0.428,129.284,115667,4,33.2261,8,0,80s,22837
Used To Love You,Gwen Stefani,spotify:track:7dhB1xznh2bbCWrFjCSH5x,0.623,0.654,8,-5.408,1,0.0674,0.0183,1.73e-06,0.398,0.193,96.017,227680,4,51.47658,7,1,10s,37169
To Give (The Reason I Live),Frankie Valli,spotify:track:4rYbkOxtRkXrBbPY1wkfEH,0.188,0.391,7,-7.941,0,0.0329,0.752,0.000143,0.123,0.168,73.874,202360,4,28.60412,9,1,60s,796
Galaxies,Nana Grizol,spotify:track:7w3UdxHC2iH5Rq8St46xit,0.42,0.627,3,-13.192,1,0.044,0.5,0.0385,0.123,0.859,150.055,175013,4,39.06181,7,0,10s,36664
I'm The Only One,Melissa Etheridge,spotify:track:4veE1jrMbVSy9FRCiYDGkD,0.613,0.476,0,-9.648,1,0.0321,0.0448,0.0,0.0608,0.644,84.938,295000,4,47.48341,14,1,90s,27365
Amore mio aiutami - Nave Shake - Version 2,Piero Piccioni,spotify:track:3AJumxo6jWfRAyqe8ZTk8F,0.328,0.556,5,-10.74,1,0.0351,0.153,0.811,0.0809,0.933,86.855,142267,4,43.41228,6,0,60s,3201
Pony Time,Chubby Checker,spotify:track:2XPEv2sB6c44DSocT2TwAc,0.453,0.609,8,-6.662,1,0.0296,0.00868,3.43e-05,0.0797,0.96,77.36,147427,4,36.71427,8,1,60s,3655
Nani Waimea,Hui Ohana,spotify:track:4xxYLt6ZXdfA62G76W1kbf,0.442,0.582,7,-13.633,1,0.035,0.914,0.796,0.112,0.834,154.758,164893,4,24.22457,12,0,70s,12263
Metal Bass - Original Mix,Lord Of Bass,spotify:track:7hBn67wZkV0fDfEq2uAzgu,0.751,0.886,10,-9.466,0,0.0501,0.0102,0.721,0.409,0.439,140.001,384000,4,47.59244,13,0,10s,38642
Billy the Kid Suite: VIII. The Open Prairie Again,Aaron Copland,spotify:track:69jwBDOstHb9BTr2j4kA1a,0.225,0.282,0,-12.4,0,0.0316,0.907,0.903,0.531,0.117,71.502,107400,4,23.93133,5,0,60s,4194
Summertime - Remastered,Sonny Rollins,spotify:track:4869jM4lkRscBn2vg6yG0u,0.53,0.152,9,-17.983,0,0.0431,0.928,0.699,0.127,0.291,123.949,358933,3,74.40252,16,0,60s,7372
Thaalam - Version 2,Job Kurian,spotify:track:1KoVdUNBYZkjSQves13B4C,0.323,0.333,3,-10.069,0,0.0316,0.862,1.87e-06,0.151,0.297,170.073,345533,4,23.85915,14,0,00s,29330
Changing Season,Jerry Goldsmith,spotify:track:791nyKiyptnouoVWeRF9uo,0.329,0.114,7,-19.184,1,0.048,0.968,0.568,0.655,0.22,80.365,60484,4,21.83076,4,0,60s,3592
Punk Rock,The Casualties,spotify:track:4n5TzLFwDhPCSVhADGlyLt,0.18,0.992,1,-4.516,0,0.102,0.0198,2.03e-06,0.462,0.251,188.822,121267,4,17.28775,9,0,00s,33593
Hurting Kind (I've Got My Eyes On You),Robert Plant,spotify:track:3OmJpNqoJtxO3leWJkk53O,0.528,0.919,9,-7.005,1,0.0761,0.000446,0.00201,0.339,0.514,159.197,251160,4,21.72976,11,1,90s,25949
Doo Doo Doo Doo Doo (heartbreaker),The Rolling Stones,spotify:track:0f7VY69zhtS20Xm5PVYCm5,0.439,0.827,0,-4.593,1,0.0335,0.0646,0.374,0.0844,0.54,111.297,206467,4,34.45099,9,1,70s,10459
La Città Sognata,Tito Schipa Jr.,spotify:track:75LmPpt6DOonsQsX2oc0QA,0.371,0.182,0,-13.246,0,0.0588,0.927,6.08e-06,0.174,0.486,86.134,201271,3,55.01754,10,0,70s,14317
Rompe,Daddy Yankee,spotify:track:6VtIOWib0zd2dUIAGzY0o7,0.693,0.801,1,-6.02,0,0.0533,0.034,2.03e-06,0.0544,0.521,176.018,188253,4,22.69588,10,1,00s,30281
True Colors,The Weeknd,spotify:track:1oGdVdYjeQvojGKDddxLQQ,0.624,0.424,1,-8.237,1,0.24,0.284,0.0,0.173,0.584,76.669,206013,4,25.78156,6,1,10s,39635
All This Time,Sting,spotify:track:2cu8WtQZdxGe3lbetlzeNe,0.637,0.463,2,-13.122,1,0.0337,0.0852,0.000132,0.0483,0.451,127.084,294333,4,44.15745,11,1,90s,26628
(That's) What The Nitty Gritty Is,Shirley Ellis,spotify:track:0YgdjmDh0OEGyFsMBHjEoH,0.6,0.905,1,-4.867,1,0.161,0.115,0.0,0.389,0.833,128.779,154760,4,46.46728,7,1,60s,5174
Love II Love,Damage,spotify:track:1m1xRfGOhuGUdgbqfU0U0B,0.803,0.684,6,-7.668,0,0.0351,0.0801,0.0,0.0887,0.626,97.011,267093,4,36.12207,7,1,90s,24163
Canción en Harapos,Silvio Rodríguez,spotify:track:7D22sRTN7LjXTDPOusgX69,0.63,0.562,11,-9.612,0,0.391,0.452,1.72e-05,0.0282,0.373,98.848,389308,4,41.58308,14,0,80s,18326
So Far Away,Staind,spotify:track:6FOpPA0a80RuBqqgDozvja,0.407,0.896,6,-2.935,1,0.063,0.012,0.0,0.196,0.156,138.697,243573,3,49.8949,8,1,00s,33964
Duke And Cookie,Strength In Numbers,spotify:track:7u15YNFXcnqSONwKhUXSKO,0.727,0.329,9,-17.162,1,0.0396,0.742,0.554,0.282,0.797,131.919,203107,4,42.10646,9,0,80s,16792
"Violin Concerto No. 1 in G Minor, Op. 26: I. Vorspiel - Allegro moderato - Redbook Stereo",Max Bruch,spotify:track:12QMwRmDn34eWJRw7c2yJR,0.243,0.208,0,-17.188,0,0.0377,0.715,0.768,0.149,0.0758,98.755,459693,4,27.34981,21,0,60s,757
Pain In My Heart,Bill Keith,spotify:track:4B2Wnbb1iiJxxvFesnHRFL,0.576,0.453,10,-10.876,1,0.0352,0.129,0.0,0.128,0.916,132.592,142000,4,18.28568,9,0,70s,13786
Roc The Mic,Beanie Sigel & Freeway,spotify:track:7ljzDeWWD7cBC6EGyh69An,0.873,0.652,11,-5.502,0,0.362,0.101,0.0,0.0674,0.937,95.144,261400,4,20.19902,12,1,00s,31261
"KYOKO'S HOUSE (""stage blood is not enough"")",Philip Glass,spotify:track:5NJyd4eB0UgrHPe5rfZBQR,0.288,0.0806,8,-22.098,1,0.037,0.81,0.914,0.295,0.0617,144.176,302600,4,27.9074,9,0,80s,22227
(I've Got) Bonnie,Bobby Rydell,spotify:track:5XbZjYB4z9OIJhutiDJeSV,0.479,0.379,9,-7.461,1,0.0256,0.784,0.0,0.164,0.754,74.68,147000,4,37.52719,8,1,60s,7387
